"what","portfolio.monthly.return....","benchmark.return...."
"SemiSD Sharpe (Rf=30%, p=95%):",-32.3753351753804,-28.3631980904333
"SemiSD Sharpe (Rf=30%, p=95%):",-32.6574851299452,-29.573589496693
"SemiSD Sharpe (Rf=30%, p=95%):",-30.2532632758504,-29.7816835079277
"SemiSD Sharpe (Rf=30%, p=95%):",-31.4852260740097,-31.3807959219936
"SemiSD Sharpe (Rf=30%, p=95%):",-22.9230525636574,-23.5886533257599
"SemiSD Sharpe (Rf=30%, p=95%):",-20.7704792667154,-20.9651795306962
"SemiSD Sharpe (Rf=30%, p=95%):",-19.5711275265822,-19.5917049062264
"SemiSD Sharpe (Rf=30%, p=95%):",-20.1992184646449,-20.1242789459202
"SemiSD Sharpe (Rf=30%, p=95%):",-16.5288002570219,-16.4466381471974
"SemiSD Sharpe (Rf=30%, p=95%):",-16.1974440231229,-16.1539266800543
"SemiSD Sharpe (Rf=30%, p=95%):",-13.8433803418767,-13.7639852911493
"SemiSD Sharpe (Rf=30%, p=95%):",-11.2712022485658,-11.2036816256197
"SemiSD Sharpe (Rf=30%, p=95%):",-11.5719654910027,-11.5279534399796
"SemiSD Sharpe (Rf=30%, p=95%):",-11.0004725671342,-11.0380936270823
"SemiSD Sharpe (Rf=30%, p=95%):",-11.3547560722742,-11.1807287431229
"SemiSD Sharpe (Rf=30%, p=95%):",-10.7615426219817,-10.7966990712302
"SemiSD Sharpe (Rf=30%, p=95%):",-10.4371473525326,-10.5384563793168
"SemiSD Sharpe (Rf=30%, p=95%):",-9.77782441350719,-9.71108277210508
"SemiSD Sharpe (Rf=30%, p=95%):",-9.86558882844492,-9.86068354939897
"SemiSD Sharpe (Rf=30%, p=95%):",-10.17897338173,-10.1642050324779
"SemiSD Sharpe (Rf=30%, p=95%):",-10.4928756215985,-10.4536114908789
"Bernardo and Ledoit ratio",-Inf,-Inf
"Bernardo and Ledoit ratio",-Inf,-Inf
"Bernardo and Ledoit ratio",-Inf,-Inf
"Bernardo and Ledoit ratio",4,4.09090909090909
"Bernardo and Ledoit ratio",5.5,5.36363636363636
"Bernardo and Ledoit ratio",8,7
"Bernardo and Ledoit ratio",9.6,8.27272727272727
"Bernardo and Ledoit ratio",16.3,14.1818181818182
"Bernardo and Ledoit ratio",6.79166666666667,6
"Bernardo and Ledoit ratio",8.45833333333333,7.61538461538462
"Bernardo and Ledoit ratio",7,6.1875
"Bernardo and Ledoit ratio",9.79310344827586,8.78125
"Bernardo and Ledoit ratio",11.1724137931034,10
"Bernardo and Ledoit ratio",4.90909090909091,4.57142857142857
"Bernardo and Ledoit ratio",2.5511811023622,2.42424242424242
"Bernardo and Ledoit ratio",2.68503937007874,2.53787878787879
"Bernardo and Ledoit ratio",1.9375,1.86111111111111
"Bernardo and Ledoit ratio",1.72222222222222,1.97777777777778
"Bernardo and Ledoit ratio",2.07575757575758,2.31111111111111
"Bernardo and Ledoit ratio",2.36868686868687,2.62222222222222
"Bernardo and Ledoit ratio",1.78326996197719,1.91093117408907
"Bernardo and Ledoit ratio",1.8745247148289,1.98785425101215
"Bernardo and Ledoit ratio",1.83955223880597,1.964
"Bernardo and Ledoit ratio",1.7797833935018,1.964
"Modified Burke ratio (Risk free = 0)",NA,NA
"Modified Burke ratio (Risk free = 0)",Inf,Inf
"Modified Burke ratio (Risk free = 0)",Inf,Inf
"Modified Burke ratio (Risk free = 0)",18.5415040291599,19.2041378077831
"Modified Burke ratio (Risk free = 0)",25.1681531121445,24.4766512882325
"Modified Burke ratio (Risk free = 0)",36.3218775478533,31.0221822622242
"Modified Burke ratio (Risk free = 0)",41.506639510692,34.9368523602201
"Modified Burke ratio (Risk free = 0)",71.2924186154171,61.0816632043138
"Modified Burke ratio (Risk free = 0)",34.6005860989598,29.7527573049187
"Modified Burke ratio (Risk free = 0)",42.9454927185941,38.0016518208885
"Modified Burke ratio (Risk free = 0)",37.7123764467432,32.8248311821177
"Modified Burke ratio (Risk free = 0)",54.3833936010523,48.4897926774795
"Modified Burke ratio (Risk free = 0)",61.0610909977497,54.4294268438615
"Modified Burke ratio (Risk free = 0)",21.6902557742998,20.1240883791572
"Modified Burke ratio (Risk free = 0)",6.25431463684375,5.79551877879799
"Modified Burke ratio (Risk free = 0)",6.61451642982549,6.08974240949293
"Modified Burke ratio (Risk free = 0)",4.23765062356751,3.89011282787082
"Modified Burke ratio (Risk free = 0)",3.16061310462637,4.34796430999856
"Modified Burke ratio (Risk free = 0)",4.75902756326514,5.82884498427823
"Modified Burke ratio (Risk free = 0)",6.04084457949927,7.16883684832849
"Modified Burke ratio (Risk free = 0)",3.74448022552018,4.39659004908085
"Modified Burke ratio (Risk free = 0)",4.13775672176409,4.69732224317059
"Modified Burke ratio (Risk free = 0)",3.93294958309532,4.5158399872089
"Modified Burke ratio (Risk free = 0)",3.6484212679588,4.40985090707283
"Modified Burke ratio (Risk free = 0)",NA,NA
"Modified Burke ratio (Risk free = 0.05)",Inf,Inf
"Modified Burke ratio (Risk free = 0.05)",Inf,Inf
"Modified Burke ratio (Risk free = 0.05)",8.54150402915882,10.1132287168785
"Modified Burke ratio (Risk free = 0.05)",13.9878132246443,14.3127059359658
"Modified Burke ratio (Risk free = 0.05)",24.074428833936,19.8881379768517
"Modified Burke ratio (Risk free = 0.05)",28.2778829553676,22.9107100372051
"Modified Burke ratio (Risk free = 0.05)",57.1502829916846,48.2251762736557
"Modified Burke ratio (Risk free = 0.05)",25.8820131931742,21.6887073463625
"Modified Burke ratio (Risk free = 0.05)",33.7553099424224,29.5013968094138
"Modified Burke ratio (Risk free = 0.05)",28.4565792400489,24.3401668519388
"Modified Burke ratio (Risk free = 0.05)",44.7160287105964,39.6278498084687
"Modified Burke ratio (Risk free = 0.05)",50.9989785993024,45.2056242640459
"Modified Burke ratio (Risk free = 0.05)",17.1394251719154,15.7460089590759
"Modified Burke ratio (Risk free = 0.05)",4.31008673108685,3.89455567632678
"Modified Burke ratio (Risk free = 0.05)",4.60652648309796,4.12643615945939
"Modified Burke ratio (Risk free = 0.05)",2.38043930804585,2.0594314127939
"Modified Burke ratio (Risk free = 0.05)",1.42625094179502,2.46420867480429
"Modified Burke ratio (Risk free = 0.05)",2.97713982946896,3.89347004831768
"Modified Burke ratio (Risk free = 0.05)",4.21266633877832,5.18318406086478
"Modified Burke ratio (Risk free = 0.05)",2.09024133146807,2.64798851596897
"Modified Burke ratio (Risk free = 0.05)",2.44458923350732,2.90757151464752
"Modified Burke ratio (Risk free = 0.05)",2.20285551019595,2.68634453133357
"Modified Burke ratio (Risk free = 0.05)",1.88892982695087,2.54100696130403
"Modified Burke ratio (Risk free = 0)",NA,NA
"Modified Burke ratio (Risk free = 0.1)",Inf,Inf
"Modified Burke ratio (Risk free = 0.1)",Inf,Inf
"Modified Burke ratio (Risk free = 0.1)",-1.45849597084228,1.02231962597394
"Modified Burke ratio (Risk free = 0.1)",2.80747333714415,4.14876058369903
"Modified Burke ratio (Risk free = 0.1)",11.8269801200188,8.7540936914791
"Modified Burke ratio (Risk free = 0.1)",15.0491264000432,10.8845677141902
"Modified Burke ratio (Risk free = 0.1)",43.0081473679521,35.3686893429976
"Modified Burke ratio (Risk free = 0.1)",17.1634402873886,13.6246573878062
"Modified Burke ratio (Risk free = 0.1)",24.5651271662507,21.0011417979391
"Modified Burke ratio (Risk free = 0.1)",19.2007820333546,15.85550252176
"Modified Burke ratio (Risk free = 0.1)",35.0486638201406,30.7659069394579
"Modified Burke ratio (Risk free = 0.1)",40.9368662008551,35.9818216842304
"Modified Burke ratio (Risk free = 0.1)",12.5885945695309,11.3679295389946
"Modified Burke ratio (Risk free = 0.1)",2.36585882532995,1.99359257385557
"Modified Burke ratio (Risk free = 0.1)",2.59853653637044,2.16312990942585
"Modified Burke ratio (Risk free = 0.1)",0.523227992524189,0.228749997716978
"Modified Burke ratio (Risk free = 0.1)",-0.308111221036317,0.580453039610027
"Modified Burke ratio (Risk free = 0.1)",1.19525209567278,1.95809511235714
"Modified Burke ratio (Risk free = 0.1)",2.38448809805736,3.19753127340107
"Modified Burke ratio (Risk free = 0.1)",0.436002437415963,0.899386982857103
"Modified Burke ratio (Risk free = 0.1)",0.751421745250551,1.11782078612445
"Modified Burke ratio (Risk free = 0.1)",0.472761437296579,0.856849075458238
"Modified Burke ratio (Risk free = 0.1)",0.129438385942941,0.672163015535238
"Modified Burke ratio (Risk free = 0)",NA,NA
"Modified Burke ratio (Risk free = 0.15)",Inf,Inf
"Modified Burke ratio (Risk free = 0.15)",Inf,Inf
"Modified Burke ratio (Risk free = 0.15)",-11.4584959708434,-8.06858946493065
"Modified Burke ratio (Risk free = 0.15)",-8.37286655035604,-6.01518476856771
"Modified Burke ratio (Risk free = 0.15)",-0.42046859389844,-2.37995059389347
"Modified Burke ratio (Risk free = 0.15)",1.8203698447188,-1.14157460882468
"Modified Burke ratio (Risk free = 0.15)",28.8660117442195,22.5122024123394
"Modified Burke ratio (Risk free = 0.15)",8.44486738160302,5.56060742924999
"Modified Burke ratio (Risk free = 0.15)",15.374944390079,12.5008867864644
"Modified Burke ratio (Risk free = 0.15)",9.94498482666028,7.37083819158107
"Modified Burke ratio (Risk free = 0.15)",25.3812989296848,21.9039640704472
"Modified Burke ratio (Risk free = 0.15)",30.8747538024079,26.7580191044149
"Modified Burke ratio (Risk free = 0.15)",8.03776396714651,6.98985011891329
"Modified Burke ratio (Risk free = 0.15)",0.421630919573043,0.0926294713843632
"Modified Burke ratio (Risk free = 0.15)",0.590546589642922,0.19982365939231
"Modified Burke ratio (Risk free = 0.15)",-1.33398332299747,-1.60193141735994
"Modified Burke ratio (Risk free = 0.15)",-2.04247338386766,-1.30330259558424
"Modified Burke ratio (Risk free = 0.15)",-0.586635638123399,0.0227201763966005
"Modified Burke ratio (Risk free = 0.15)",0.556309857336407,1.21187848593736
"Modified Burke ratio (Risk free = 0.15)",-1.21823645663615,-0.84921455025477
"Modified Burke ratio (Risk free = 0.15)",-0.941745743006219,-0.671929942398626
"Modified Burke ratio (Risk free = 0.15)",-1.25733263560279,-0.972646380417093
"Modified Burke ratio (Risk free = 0.15)",-1.63005305506499,-1.19668093023356
"Modified Burke ratio (Risk free = 0)",NA,NA
"Modified Burke ratio (Risk free = 0.2)",-Inf,-Inf
"Modified Burke ratio (Risk free = 0.2)",-Inf,-Inf
"Modified Burke ratio (Risk free = 0.2)",-21.4584959708445,-17.1594985558352
"Modified Burke ratio (Risk free = 0.2)",-19.5532064378562,-16.1791301208344
"Modified Burke ratio (Risk free = 0.2)",-12.6679173078157,-13.513994879266
"Modified Burke ratio (Risk free = 0.2)",-11.4083867106056,-13.1677169318396
"Modified Burke ratio (Risk free = 0.2)",14.723876120487,9.6557154816813
"Modified Burke ratio (Risk free = 0.2)",-0.273705524182557,-2.50344252930625
"Modified Burke ratio (Risk free = 0.2)",6.18476161390733,4.0006317749897
"Modified Burke ratio (Risk free = 0.2)",0.689187619965995,-1.11382613859781
"Modified Burke ratio (Risk free = 0.2)",15.7139340392289,13.0420212014364
"Modified Burke ratio (Risk free = 0.2)",20.8126414039606,17.5342165245994
"Modified Burke ratio (Risk free = 0.2)",3.48693336476208,2.61177069883199
"Modified Burke ratio (Risk free = 0.2)",-1.52259698618386,-1.80833363108685
"Modified Burke ratio (Risk free = 0.2)",-1.4174433570846,-1.76348259064123
"Modified Burke ratio (Risk free = 0.2)",-3.19119463851913,-3.43261283243686
"Modified Burke ratio (Risk free = 0.2)",-3.776835546699,-3.1870582307785
"Modified Burke ratio (Risk free = 0.2)",-2.36852337191958,-1.91265475956394
"Modified Burke ratio (Risk free = 0.2)",-1.27186838338455,-0.773774301526342
"Modified Burke ratio (Risk free = 0.2)",-2.87247535068826,-2.59781608336664
"Modified Burke ratio (Risk free = 0.2)",-2.63491323126299,-2.4616806709217
"Modified Burke ratio (Risk free = 0.2)",-2.98742670850217,-2.80214183629242
"Modified Burke ratio (Risk free = 0.2)",-3.38954449607292,-3.06552487600235
"Modified Burke ratio (Risk free = 0)",NA,NA
"Modified Burke ratio (Risk free = 0.25)",-Inf,-Inf
"Modified Burke ratio (Risk free = 0.25)",-Inf,-Inf
"Modified Burke ratio (Risk free = 0.25)",-31.4584959708456,-26.2504076467398
"Modified Burke ratio (Risk free = 0.25)",-30.7335463253564,-26.3430754731012
"Modified Burke ratio (Risk free = 0.25)",-24.9153660217329,-24.6480391646386
"Modified Burke ratio (Risk free = 0.25)",-24.63714326593,-25.1938592548545
"Modified Burke ratio (Risk free = 0.25)",0.581740496754529,-3.20077144897683
"Modified Burke ratio (Risk free = 0.25)",-8.99227842996813,-10.5674924878625
"Modified Burke ratio (Risk free = 0.25)",-3.00542116226434,-4.49962323648501
"Modified Burke ratio (Risk free = 0.25)",-8.56660958672829,-9.59849046877668
"Modified Burke ratio (Risk free = 0.25)",6.04656914877312,4.18007833242565
"Modified Burke ratio (Risk free = 0.25)",10.7505290055133,8.31041394478383
"Modified Burke ratio (Risk free = 0.25)",-1.06389723762235,-1.76630872124931
"Modified Burke ratio (Risk free = 0.25)",-3.46682489194076,-3.70929673355805
"Modified Burke ratio (Risk free = 0.25)",-3.42543330381212,-3.72678884067477
"Modified Burke ratio (Risk free = 0.25)",-5.04840595404079,-5.26329424751378
"Modified Burke ratio (Risk free = 0.25)",-5.51119770953034,-5.07081386597277
"Modified Burke ratio (Risk free = 0.25)",-4.15041110571576,-3.84802969552448
"Modified Burke ratio (Risk free = 0.25)",-3.1000466241055,-2.75942708899005
"Modified Burke ratio (Risk free = 0.25)",-4.52671424474037,-4.34641761647851
"Modified Burke ratio (Risk free = 0.25)",-4.32808071951976,-4.25143139944477
"Modified Burke ratio (Risk free = 0.25)",-4.71752078140154,-4.63163729216775
"Modified Burke ratio (Risk free = 0.25)",-5.14903593708085,-4.93436882177115
"Modified Burke ratio (Risk free = 0)",NA,NA
"Modified Burke ratio (Risk free = 0.3)",-Inf,-Inf
"Modified Burke ratio (Risk free = 0.3)",-Inf,-Inf
"Modified Burke ratio (Risk free = 0.3)",-41.4584959708467,-35.3413167376444
"Modified Burke ratio (Risk free = 0.3)",-41.9138862128566,-36.5070208253679
"Modified Burke ratio (Risk free = 0.3)",-37.1628147356501,-35.7820834500112
"Modified Burke ratio (Risk free = 0.3)",-37.8658998212544,-37.2200015778694
"Modified Burke ratio (Risk free = 0.3)",-13.560395126978,-16.057258379635
"Modified Burke ratio (Risk free = 0.3)",-17.7108513357537,-18.6315424464187
"Modified Burke ratio (Risk free = 0.3)",-12.195603938436,-12.9998782479597
"Modified Burke ratio (Risk free = 0.3)",-17.8224067934226,-18.0831547989556
"Modified Burke ratio (Risk free = 0.3)",-3.62079574168271,-4.68186453658511
"Modified Burke ratio (Risk free = 0.3)",0.68841660706607,-0.913388635031699
"Modified Burke ratio (Risk free = 0.3)",-5.61472784000678,-6.14438814133061
"Modified Burke ratio (Risk free = 0.3)",-5.41105279769766,-5.61025983602926
"Modified Burke ratio (Risk free = 0.3)",-5.43342325053964,-5.69009509070831
"Modified Burke ratio (Risk free = 0.3)",-6.90561726956246,-7.0939756625907
"Modified Burke ratio (Risk free = 0.3)",-7.24555987236168,-6.95456950116703
"Modified Burke ratio (Risk free = 0.3)",-5.93229883951194,-5.78340463148502
"Modified Burke ratio (Risk free = 0.3)",-4.92822486482646,-4.74507987645376
"Modified Burke ratio (Risk free = 0.3)",-6.18095313879248,-6.09501914959039
"Modified Burke ratio (Risk free = 0.3)",-6.02124820777653,-6.04118212796784
"Modified Burke ratio (Risk free = 0.3)",-6.44761485430091,-6.46113274804308
"Modified Burke ratio (Risk free = 0.3)",-6.90852737808878,-6.80321276753994
"Burke ratio (Risk free = 0)",NA,NA
"Burke ratio (Risk free = 0)",Inf,Inf
"Burke ratio (Risk free = 0)",Inf,Inf
"Burke ratio (Risk free = 0)",9.27075201457996,9.60206890389156
"Burke ratio (Risk free = 0)",11.2555402453756,10.9462912284091
"Burke ratio (Risk free = 0)",14.8283444153489,12.6647528750114
"Burke ratio (Risk free = 0)",15.6880351290427,13.2048889909317
"Burke ratio (Risk free = 0)",25.2056763250757,21.5956291289616
"Burke ratio (Risk free = 0)",11.5335286996532,9.91758576830623
"Burke ratio (Risk free = 0)",13.5805572228934,12.0171774602693
"Burke ratio (Risk free = 0)",11.3707093296803,9.89705898525841
"Burke ratio (Risk free = 0)",15.6991334675064,13.997797427646
"Burke ratio (Risk free = 0)",16.9352995790892,15.0960068753584
"Burke ratio (Risk free = 0)",5.7969646956375,5.37838885256894
"Burke ratio (Risk free = 0)",1.61485709536248,1.49639651419446
"Burke ratio (Risk free = 0)",1.65362910745637,1.52243560237323
"Burke ratio (Risk free = 0)",1.02778124267255,0.943490946169505
"Burke ratio (Risk free = 0)",0.744963652996124,1.02482501598569
"Burke ratio (Risk free = 0)",1.0917958009367,1.33722874968593
"Burke ratio (Risk free = 0)",1.35077391212715,1.60300065124678
"Burke ratio (Risk free = 0)",0.817112574843407,0.959414604742981
"Burke ratio (Risk free = 0)",0.882172697185346,1.00147246719711
"Burke ratio (Risk free = 0)",0.820076677835138,0.941617728908372
"Burke ratio (Risk free = 0)",0.744730872768091,0.900157047006499
"Burke ratio (Risk free = 0)",NA,NA
"Burke ratio (Risk free = 0.05)",Inf,Inf
"Burke ratio (Risk free = 0.05)",Inf,Inf
"Burke ratio (Risk free = 0.05)",4.27075201457941,5.05661435843926
"Burke ratio (Risk free = 0.05)",6.25554024537505,6.40083668295684
"Burke ratio (Risk free = 0.05)",9.82834441534832,8.11929832955912
"Burke ratio (Risk free = 0.05)",10.6880351290421,8.65943444547946
"Burke ratio (Risk free = 0.05)",20.2056763250752,17.0501745835093
"Burke ratio (Risk free = 0.05)",8.62733773105806,7.22956911545415
"Burke ratio (Risk free = 0.05)",10.6743662542982,9.32916080741721
"Burke ratio (Risk free = 0.05)",8.57998146875081,7.33883643477519
"Burke ratio (Risk free = 0.05)",12.9084056065769,11.4395748771627
"Burke ratio (Risk free = 0.05)",14.1445717181597,12.5377843248751
"Burke ratio (Risk free = 0.05)",4.58070405711117,4.20829790956679
"Burke ratio (Risk free = 0.05)",1.11285960868059,1.00556995168608
"Burke ratio (Risk free = 0.05)",1.15163162077449,1.03160903986485
"Burke ratio (Risk free = 0.05)",0.577341335437956,0.499485484921426
"Burke ratio (Risk free = 0.05)",0.336170570872321,0.58081955473761
"Burke ratio (Risk free = 0.05)",0.683002718812901,0.893223288437853
"Burke ratio (Risk free = 0.05)",0.941980830003348,1.15899518999871
"Burke ratio (Risk free = 0.05)",0.456128053437034,0.577838467323886
"Burke ratio (Risk free = 0.05)",0.521188175778973,0.619896329778018
"Burke ratio (Risk free = 0.05)",0.459327125960907,0.560141555906446
"Burke ratio (Risk free = 0.05)",0.385576186329447,0.518680874004574
"Burke ratio (Risk free = 0)",NA,NA
"Burke ratio (Risk free = 0.1)",Inf,Inf
"Burke ratio (Risk free = 0.1)",Inf,Inf
"Burke ratio (Risk free = 0.1)",-0.729247985421138,0.511159812986971
"Burke ratio (Risk free = 0.1)",1.2555402453745,1.85538213750455
"Burke ratio (Risk free = 0.1)",4.82834441534777,3.57384378410683
"Burke ratio (Risk free = 0.1)",5.68803512904158,4.11397990002716
"Burke ratio (Risk free = 0.1)",15.2056763250746,12.504720038057
"Burke ratio (Risk free = 0.1)",5.72114676246287,4.54155246260208
"Burke ratio (Risk free = 0.1)",7.76817528570299,6.64114415456513
"Burke ratio (Risk free = 0.1)",5.78925360782131,4.78061388429196
"Burke ratio (Risk free = 0.1)",10.1176777456474,8.88135232667951
"Burke ratio (Risk free = 0.1)",11.3538438572301,9.97956177439191
"Burke ratio (Risk free = 0.1)",3.36444341858484,3.03820696656463
"Burke ratio (Risk free = 0.1)",0.610862121998715,0.514743389177694
"Burke ratio (Risk free = 0.1)",0.649634134092611,0.540782477356463
"Burke ratio (Risk free = 0.1)",0.12690142820336,0.055480023673347
"Burke ratio (Risk free = 0.1)",-0.0726225112514823,0.136814093489531
"Burke ratio (Risk free = 0.1)",0.274209636689098,0.449217827189774
"Burke ratio (Risk free = 0.1)",0.533187747879545,0.714989728750626
"Burke ratio (Risk free = 0.1)",0.0951435320306617,0.196262329904792
"Burke ratio (Risk free = 0.1)",0.1602036543726,0.238320192358924
"Burke ratio (Risk free = 0.1)",0.0985775740866767,0.178665382904521
"Burke ratio (Risk free = 0.1)",0.0264214998908036,0.137204701002648
"Burke ratio (Risk free = 0)",NA,NA
"Burke ratio (Risk free = 0.15)",Inf,Inf
"Burke ratio (Risk free = 0.15)",Inf,Inf
"Burke ratio (Risk free = 0.15)",-5.72924798542169,-4.03429473246532
"Burke ratio (Risk free = 0.15)",-3.74445975462605,-2.69007240794775
"Burke ratio (Risk free = 0.15)",-0.171655584652782,-0.971610761345466
"Burke ratio (Risk free = 0.15)",0.688035129041029,-0.431474645425133
"Burke ratio (Risk free = 0.15)",10.2056763250741,7.95926549260468
"Burke ratio (Risk free = 0.15)",2.81495579386767,1.85353580975
"Burke ratio (Risk free = 0.15)",4.8619843171078,3.95312750171305
"Burke ratio (Risk free = 0.15)",2.9985257468918,2.22239133380874
"Burke ratio (Risk free = 0.15)",7.32694988471793,6.32312977619628
"Burke ratio (Risk free = 0.15)",8.56311599630064,7.42133922390868
"Burke ratio (Risk free = 0.15)",2.14818278005851,1.86811602356247
"Burke ratio (Risk free = 0.15)",0.108864635316834,0.023916826669309
"Burke ratio (Risk free = 0.15)",0.147636647410731,0.0499559148480775
"Burke ratio (Risk free = 0.15)",-0.323538479031237,-0.388525437574732
"Burke ratio (Risk free = 0.15)",-0.481415593375285,-0.307191367758548
"Burke ratio (Risk free = 0.15)",-0.134583445434705,0.00521236594169472
"Burke ratio (Risk free = 0.15)",0.124394665755742,0.270984267502547
"Burke ratio (Risk free = 0.15)",-0.265840989375711,-0.185313807514303
"Burke ratio (Risk free = 0.15)",-0.200780867033772,-0.143255945060171
"Burke ratio (Risk free = 0.15)",-0.262171977787554,-0.202810790097405
"Burke ratio (Risk free = 0.15)",-0.33273318654784,-0.244271471999278
"Burke ratio (Risk free = 0)",NA,NA
"Burke ratio (Risk free = 0.2)",-Inf,-Inf
"Burke ratio (Risk free = 0.2)",-Inf,-Inf
"Burke ratio (Risk free = 0.2)",-10.7292479854222,-8.57974927791762
"Burke ratio (Risk free = 0.2)",-8.7444597546266,-7.23552695340004
"Burke ratio (Risk free = 0.2)",-5.17165558465333,-5.51706530679776
"Burke ratio (Risk free = 0.2)",-4.31196487095952,-4.97692919087743
"Burke ratio (Risk free = 0.2)",5.20567632507353,3.41381094715239
"Burke ratio (Risk free = 0.2)",-0.0912351747275189,-0.834480843102082
"Burke ratio (Risk free = 0.2)",1.95579334851261,1.26511084886097
"Burke ratio (Risk free = 0.2)",0.207797885962296,-0.335831216674483
"Burke ratio (Risk free = 0.2)",4.53622202378843,3.76490722571306
"Burke ratio (Risk free = 0.2)",5.77238813537114,4.86311667342546
"Burke ratio (Risk free = 0.2)",0.931922141532183,0.698025080560319
"Burke ratio (Risk free = 0.2)",-0.393132851365046,-0.466909735839076
"Burke ratio (Risk free = 0.2)",-0.35436083927115,-0.440870647660307
"Burke ratio (Risk free = 0.2)",-0.773978386265833,-0.832530898822811
"Burke ratio (Risk free = 0.2)",-0.890208675499088,-0.751196829006627
"Burke ratio (Risk free = 0.2)",-0.543376527558508,-0.438793095306384
"Burke ratio (Risk free = 0.2)",-0.284398416368061,-0.173021193745532
"Burke ratio (Risk free = 0.2)",-0.626825510782084,-0.566889944933398
"Burke ratio (Risk free = 0.2)",-0.561765388440145,-0.524832082479265
"Burke ratio (Risk free = 0.2)",-0.622921529661785,-0.58428696309933
"Burke ratio (Risk free = 0.2)",-0.691887872986483,-0.625747645001203
"Burke ratio (Risk free = 0)",NA,NA
"Burke ratio (Risk free = 0.25)",-Inf,-Inf
"Burke ratio (Risk free = 0.25)",-Inf,-Inf
"Burke ratio (Risk free = 0.25)",-15.7292479854228,-13.1252038233699
"Burke ratio (Risk free = 0.25)",-13.7444597546272,-11.7809814988523
"Burke ratio (Risk free = 0.25)",-10.1716555846539,-10.0625198522501
"Burke ratio (Risk free = 0.25)",-9.31196487096007,-9.52238373632972
"Burke ratio (Risk free = 0.25)",0.205676325072979,-1.1316435982999
"Burke ratio (Risk free = 0.25)",-2.99742614332271,-3.52249749595416
"Burke ratio (Risk free = 0.25)",-0.950397620082582,-1.42290580399111
"Burke ratio (Risk free = 0.25)",-2.58292997496721,-2.89405376715771
"Burke ratio (Risk free = 0.25)",1.74549416285892,1.20668467522983
"Burke ratio (Risk free = 0.25)",2.98166027444163,2.30489412294223
"Burke ratio (Risk free = 0.25)",-0.284338496994147,-0.472065862441836
"Burke ratio (Risk free = 0.25)",-0.895130338046926,-0.957736298347461
"Burke ratio (Risk free = 0.25)",-0.85635832595303,-0.931697210168692
"Burke ratio (Risk free = 0.25)",-1.22441829350043,-1.27653636007089
"Burke ratio (Risk free = 0.25)",-1.29900175762289,-1.19520229025471
"Burke ratio (Risk free = 0.25)",-0.952169609682311,-0.882798556554463
"Burke ratio (Risk free = 0.25)",-0.693191498491864,-0.617026654993611
"Burke ratio (Risk free = 0.25)",-0.987810032188457,-0.948466082352492
"Burke ratio (Risk free = 0.25)",-0.922749909846518,-0.90640821989836
"Burke ratio (Risk free = 0.25)",-0.983671081536015,-0.965763136101256
"Burke ratio (Risk free = 0.25)",-1.05104255942513,-1.00722381800313
"Burke ratio (Risk free = 0)",NA,NA
"Burke ratio (Risk free = 0.3)",-Inf,-Inf
"Burke ratio (Risk free = 0.3)",-Inf,-Inf
"Burke ratio (Risk free = 0.3)",-20.7292479854233,-17.6706583688222
"Burke ratio (Risk free = 0.3)",-18.7444597546277,-16.3264360443046
"Burke ratio (Risk free = 0.3)",-15.1716555846544,-14.6079743977023
"Burke ratio (Risk free = 0.3)",-14.3119648709606,-14.067838281782
"Burke ratio (Risk free = 0.3)",-4.79432367492757,-5.6770981437522
"Burke ratio (Risk free = 0.3)",-5.9036171119179,-6.21051414880624
"Burke ratio (Risk free = 0.3)",-3.85658858867777,-4.11092245684319
"Burke ratio (Risk free = 0.3)",-5.37365783589671,-5.45227631764093
"Burke ratio (Risk free = 0.3)",-1.04523369807058,-1.35153787525339
"Burke ratio (Risk free = 0.3)",0.190932413512128,-0.253328427540989
"Burke ratio (Risk free = 0.3)",-1.50059913552048,-1.64215680544399
"Burke ratio (Risk free = 0.3)",-1.39712782472881,-1.44856286085585
"Burke ratio (Risk free = 0.3)",-1.35835581263491,-1.42252377267708
"Burke ratio (Risk free = 0.3)",-1.67485820073503,-1.72054182131897
"Burke ratio (Risk free = 0.3)",-1.70779483974669,-1.63920775150278
"Burke ratio (Risk free = 0.3)",-1.36096269180611,-1.32680401780254
"Burke ratio (Risk free = 0.3)",-1.10198458061567,-1.06103211624169
"Burke ratio (Risk free = 0.3)",-1.34879455359483,-1.33004221977159
"Burke ratio (Risk free = 0.3)",-1.28373443125289,-1.28798435731745
"Burke ratio (Risk free = 0.3)",-1.34442063341025,-1.34723930910318
"Burke ratio (Risk free = 0.3)",-1.41019724586377,-1.38869999100505
"Return.excess (Risk free = 0)",0.003,0.002
"Return.excess (Risk free = 0)",0.026,0.025
"Return.excess (Risk free = 0)",0.011,0.018
"Return.excess (Risk free = 0)",-0.01,-0.011
"Return.excess (Risk free = 0)",0.015,0.014
"Return.excess (Risk free = 0)",0.025,0.018
"Return.excess (Risk free = 0)",0.016,0.014
"Return.excess (Risk free = 0)",0.067,0.065
"Return.excess (Risk free = 0)",-0.014,-0.015
"Return.excess (Risk free = 0)",0.04,0.042
"Return.excess (Risk free = 0)",-0.005,-0.006
"Return.excess (Risk free = 0)",0.081,0.083
"Return.excess (Risk free = 0)",0.04,0.039
